"phase2a1_record_id","query_id","search_date","search_source","title","authors","year","doi_or_identifier","source_native_id","duplicate_group","screening_state","exclusion_reason","evidence_depth","full_text_access_status","evidence_location","proposed_corpus_record","raw_snapshot","notes"
"A1AC-0093","PHASE2A1-SEARCH-0007","2026-07-31","OpenAlex","Lucien Le Cam 1924-2000","Grace L. Yang","2002","10.1214/aos/1028674835","https://openalex.org/W2084511570","A1AC-DUP-0079","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0007_openalex.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0094","PHASE2A1-SEARCH-0007","2026-07-31","OpenAlex","Information, Divergence and Risk for Binary Experiments","Mark D. Reid; Robert C. Williamson","2009","https://openalex.org/W2110758705","https://openalex.org/W2110758705","A1AC-DUP-0080","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0007_openalex.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0095","PHASE2A1-SEARCH-0007","2026-07-31","OpenAlex","","Clément L. Canonne","2020","10.4086/toc.gs.2020.009","https://openalex.org/W3080260502","A1AC-DUP-0081","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0007_openalex.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0096","PHASE2A1-SEARCH-0007","2026-07-31","OpenAlex","Critical dimension in profile semiparametric estimation","Andreas Andresen; Vladimir Spokoiny","2014","10.1214/14-ejs982","https://openalex.org/W2163585373","A1AC-DUP-0082","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0007_openalex.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0097","PHASE2A1-SEARCH-0007","2026-07-31","OpenAlex","Robust Online Classification: From Estimation to Denoising","Changlong Wu; Ananth Grama; Wojciech Szpankowski","2023","10.48550/arxiv.2309.01698","https://openalex.org/W4386528664","A1AC-DUP-0083","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0007_openalex.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0098","PHASE2A1-SEARCH-0007","2026-07-31","OpenAlex","On Robust Hypothesis Testing with respect to the Hellinger Distance","Eeshan Modak; Balakrishnan, Sivaraman; Suresh, Ananda Theertha","2025","10.48550/arxiv.2510.16750","https://openalex.org/W4415958558","A1AC-DUP-0084","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0007_openalex.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0099","PHASE2A1-SEARCH-0007","2026-07-31","OpenAlex","Tests for preference","J.J. Dik","1983","https://openalex.org/W2983757901","https://openalex.org/W2983757901","A1AC-DUP-0085","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0007_openalex.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0100","PHASE2A1-SEARCH-0007","2026-07-31","OpenAlex","Polynomial Methods in Statistical Inference: Theory and Practice","Yihong Wu; Pengkun Yang","2020","10.1561/0100000095","https://openalex.org/W3156750472","A1AC-DUP-0086","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0007_openalex.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0101","PHASE2A1-SEARCH-0007","2026-07-31","OpenAlex","The Fundamental Limits of Structure-Agnostic Functional Estimation","Sivaraman Balakrishnan; Edward H. Kennedy; Larry Wasserman","2023","10.48550/arxiv.2305.04116","https://openalex.org/W4375957906","A1AC-DUP-0087","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0007_openalex.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0102","PHASE2A1-SEARCH-0007","2026-07-31","OpenAlex","High-frequency statistics for Gaussian processes from a Le Cam perspective","Sebastian Holtz","2020","10.18452/21123","https://openalex.org/W3015803104","A1AC-DUP-0088","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0007_openalex.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0103","PHASE2A1-SEARCH-0007","2026-07-31","OpenAlex","Information Theory With Large Alphabets And Source Coding Error Exponents","Benjamin G. Kelly","2011","https://openalex.org/W989791606","https://openalex.org/W989791606","A1AC-DUP-0089","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0007_openalex.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0104","PHASE2A1-SEARCH-0007","2026-07-31","OpenAlex","Invariant Procedures for Model Checking, Checking for Prior-Data Conflict and Bayesian Inference","Gun Ho Jang","2010","https://openalex.org/W2725316391","https://openalex.org/W2725316391","A1AC-DUP-0090","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0007_openalex.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0105","PHASE2A1-SEARCH-0007","2026-07-31","OpenAlex","Transitions, Losses, and Re-parameterizations: Elements of Prediction Games","Parameswaran Kamalaruban","2017","10.25911/5d723bc67a01e","https://openalex.org/W2766938462","A1AC-DUP-0091","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0007_openalex.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0106","PHASE2A1-SEARCH-0008","2026-07-31","Crossref","Contiguity — Hellinger Transforms","Lucien Le Cam; Grace Lo Yang","2000","10.1007/978-1-4612-1166-2_3","10.1007/978-1-4612-1166-2_3","A1AC-DUP-0092","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0008_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0107","PHASE2A1-SEARCH-0008","2026-07-31","Crossref","Contiguity – Hellinger Transforms","Lucien Le Cam; Grace Lo Yang","1990","10.1007/978-1-4684-0377-0_3","10.1007/978-1-4684-0377-0_3","A1AC-DUP-0093","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0008_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0108","PHASE2A1-SEARCH-0008","2026-07-31","Crossref","Minimum Hellinger distance based inference for scalar skew-normal and skew-t distributions","Luca Greco","2011","10.1007/s11749-010-0191-5","10.1007/s11749-010-0191-5","A1AC-DUP-0094","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0008_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0109","PHASE2A1-SEARCH-0008","2026-07-31","Crossref","A Finite Sample Test for the Composite Hypothesis of Stable Law","Albert Paulson; Xing Zhong; Thomas R. Willemain","2016","10.2139/ssrn.2781635","10.2139/ssrn.2781635","A1AC-DUP-0095","FULL_TEXT_UNAVAILABLE","NO_LEGALLY_ACCESSIBLE_INSPECTABLE_PRIMARY_FULL_TEXT_OBTAINED_IN_BOUNDED_RETRIEVAL","LEVEL_3_DISCOVERY_ONLY","FULL_TEXT_NOT_OBTAINED_OR_NOT_INSPECTABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0008_crossref.json","Potentially relevant foundational source retained without guarantee coding; it cannot support a substantive synthesis conclusion."
"A1AC-0110","PHASE2A1-SEARCH-0008","2026-07-31","Crossref","Tests of hypotheses in discrete models based on the penalized Hellinger distance","Ayanendranath Basu; Ian R. Harris; Srabashi Basu","1996","10.1016/0167-7152(95)00101-8","10.1016/0167-7152(95)00101-8","A1AC-DUP-0096","FULL_TEXT_UNAVAILABLE","NO_LEGALLY_ACCESSIBLE_INSPECTABLE_PRIMARY_FULL_TEXT_OBTAINED_IN_BOUNDED_RETRIEVAL","LEVEL_3_DISCOVERY_ONLY","FULL_TEXT_NOT_OBTAINED_OR_NOT_INSPECTABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0008_crossref.json","Potentially relevant foundational source retained without guarantee coding; it cannot support a substantive synthesis conclusion."
"A1AC-0111","PHASE2A1-SEARCH-0008","2026-07-31","Crossref","Improvement in finite sample properties of the Hansen–Jagannathan distance test","Yu Ren; Katsumi Shimotsu","2009","10.1016/j.jempfin.2008.12.003","10.1016/j.jempfin.2008.12.003","A1AC-DUP-0097","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0008_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0112","PHASE2A1-SEARCH-0008","2026-07-31","Crossref","Hellinger Distance","","2014","10.1002/9781118445112.stat00583","10.1002/9781118445112.stat00583","A1AC-DUP-0098","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0008_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0113","PHASE2A1-SEARCH-0008","2026-07-31","Crossref","ON THE ASYMPTOTIC THEORY OF ESTIMATION AND TESTING HYPOTHESES","L. Le Cam","1956","10.1525/9780520313880-014","10.1525/9780520313880-014","A1AC-DUP-0099","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0008_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0114","PHASE2A1-SEARCH-0008","2026-07-31","Crossref","Hellinger Distance","","2005","10.1002/0471667196.ess0939.pub2","10.1002/0471667196.ess0939.pub2","A1AC-DUP-0100","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0008_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0115","PHASE2A1-SEARCH-0008","2026-07-31","Crossref","Minimum Profile Hellinger Distance Estimation for A Two-Sample Location-Shifted Model","Haocheng Li; Jingjing Wu; Jian Yang","2021","10.6339/jds.201807_16(3).0002","10.6339/jds.201807_16(3).0002","A1AC-DUP-0101","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0008_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0116","PHASE2A1-SEARCH-0008","2026-07-31","Crossref","Bayesian inference for the proportion of true null hypotheses using minimum Hellinger distance","Moonsu Kang; Jaewon Lee","2012","10.1016/j.jspi.2011.10.001","10.1016/j.jspi.2011.10.001","A1AC-DUP-0102","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0008_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0117","PHASE2A1-SEARCH-0008","2026-07-31","Crossref","Minimum Hellinger distance estimation in a two-sample semiparametric model","Jingjing Wu; Rohana Karunamuni; Biao Zhang","2010","10.1016/j.jmva.2010.01.006","10.1016/j.jmva.2010.01.006","A1AC-DUP-0103","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0008_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0118","PHASE2A1-SEARCH-0008","2026-07-31","Crossref","Rank Test of Independence Based on Adaptive Hellinger Distance","Wenwen Guo; Shilin Shang; Jiujing Wu","2025","10.1007/s11222-025-10757-w","10.1007/s11222-025-10757-w","A1AC-DUP-0104","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0008_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0119","PHASE2A1-SEARCH-0008","2026-07-31","Crossref","Testing composite hypotheses about discrete ergodic processes","Daniil Ryabko","2012","10.1007/s11749-011-0245-3","10.1007/s11749-011-0245-3","A1AC-DUP-0105","FULL_TEXT_UNAVAILABLE","NO_LEGALLY_ACCESSIBLE_INSPECTABLE_PRIMARY_FULL_TEXT_OBTAINED_IN_BOUNDED_RETRIEVAL","LEVEL_3_DISCOVERY_ONLY","FULL_TEXT_NOT_OBTAINED_OR_NOT_INSPECTABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0008_crossref.json","Potentially relevant foundational source retained without guarantee coding; it cannot support a substantive synthesis conclusion."
"A1AC-0120","PHASE2A1-SEARCH-0008","2026-07-31","Crossref","An Alternative to Correspondence Analysis Using Hellinger Distance.","C. R. Rao","1997","10.21236/ada325255","10.21236/ada325255","A1AC-DUP-0106","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0008_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0121","PHASE2A1-SEARCH-0009","2026-07-31","OpenAlex","Distributionally robust optimization","Daniel Kühn; Soroosh Shafieezadeh-Abadeh; Wolfram Wiesemann","2025","10.1017/s0962492924000084","https://openalex.org/W4411917733","A1AC-DUP-0064","DUPLICATE","DUPLICATE_OF_A1AC-0071","LEVEL_3_DISCOVERY_ONLY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0009_openalex.json","Duplicate prospective occurrence; the first occurrence carries the evidence decision."
"A1AC-0122","PHASE2A1-SEARCH-0009","2026-07-31","OpenAlex","Estimating a regression function","Sara A. van de Geer","1988","https://openalex.org/W2742264950","https://openalex.org/W2742264950","A1AC-DUP-0107","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0009_openalex.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0123","PHASE2A1-SEARCH-0009","2026-07-31","OpenAlex","Distributionally Robust Optimization","Daniel Kühn; Soroosh Shafieezadeh-Abadeh; Wolfram Wiesemann","2024","10.48550/arxiv.2411.02549","https://openalex.org/W4404356301","A1AC-DUP-0108","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0009_openalex.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0124","PHASE2A1-SEARCH-0009","2026-07-31","OpenAlex","Posterior Convergence Rates and Asymptotic Properties in Sequential Decision Making.","Zhen Li","2021","https://openalex.org/W3169741385","https://openalex.org/W3169741385","A1AC-DUP-0109","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0009_openalex.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0125","PHASE2A1-SEARCH-0010","2026-07-31","Crossref","A Robust Metric for Screening Outliers from Analogue Product Manufacturing Tests Responses","Shaji Krishnan; Hans G. Kerkhoff","2011","10.1109/ets.2011.31","10.1109/ets.2011.31","A1AC-DUP-0110","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0010_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0126","PHASE2A1-SEARCH-0010","2026-07-31","Crossref","Specification for test pieces and test methods for metallic materials. Tensile tests","","","10.3403/00106393","10.3403/00106393","A1AC-DUP-0111","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0010_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0127","PHASE2A1-SEARCH-0010","2026-07-31","Crossref","Specification for test pieces and test methods for metallic materials. Tensile tests","","","10.3403/00106393u","10.3403/00106393u","A1AC-DUP-0112","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0010_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0128","PHASE2A1-SEARCH-0010","2026-07-31","Crossref","A robust metric for screening outliers from analogue product manufacturing tests responses","Shaji Krishnan; Hans G. Kerkhoff","2012","10.1109/ets.2012.6233055","10.1109/ets.2012.6233055","A1AC-DUP-0113","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0010_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0129","PHASE2A1-SEARCH-0010","2026-07-31","Crossref","Specification for test pieces and test methods for metallic materials. Tensile tests","","","10.3403/00104773u","10.3403/00104773u","A1AC-DUP-0114","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0010_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0130","PHASE2A1-SEARCH-0010","2026-07-31","Crossref","Specification for test pieces and test methods for metallic materials. Tensile tests","","","10.3403/00104773","10.3403/00104773","A1AC-DUP-0115","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0010_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
