search_source,historical_discovery_provenance_state,historical_query_ids,repair_retrieval_provenance_state,repair_query_ids,repair_rerun_date,provenance_notes,date,title,authors,year,doi_or_identifier,duplicate_group,screening_state,original_eligibility_disposition,exclusion_reason,final_paper_id
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Isotopically non-stationary metabolic flux analysis: complex yet highly informative.","Wiechert W; Nöh K","2013","10.1016/j.copbio.2013.03.024","D-23623747","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Non-stationary (13)C-metabolic flux ratio analysis.","Hörl M; Schnidder J; Sauer U; Zamboni N","2013","10.1002/bit.25004","D-23860906","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Dynamic metabolic imaging of hyperpolarized [2-(13) C]pyruvate using spiral chemical shift imaging with alternating spectral band excitation.","Josan S; Hurd R; Park JM; Yen YF; Watkins R; Pfefferbaum A; Spielman D; Mayer D","2014","10.1002/mrm.24871","D-23878057","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0005","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","13C-flux spectral analysis of host-pathogen metabolism reveals a mixed diet for intracellular Mycobacterium tuberculosis.","Beste DJ; Nöh K; Niedenführ S; Mendum TA; Hawkins ND; Ward JL; Beale MH; Wiechert W; McFadden J","2013","10.1016/j.chembiol.2013.06.012","D-23911587","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Model free approach to kinetic analysis of real-time hyperpolarized 13C magnetic resonance spectroscopy data.","Hill DK; Orton MR; Mariotti E; Boult JK; Panek R; Jafar M; Parkes HG; Jamin Y; Miniotis MF; Al-Saffar NM; Beloueche-Babari M; Robinson SP; Leach MO; Chung YL; Eykyn TR","2013","10.1371/journal.pone.0071996","D-24023724","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","In vivo NMR for ¹³C Metabolic Flux Analysis.","Roscher A; Troufflard S; Taghki AI","2014","10.1007/978-1-62703-688-7_10","D-24222415","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Isotopically nonstationary MFA (INST-MFA) of autotrophic metabolism.","Jazmin LJ; O'Grady JP; Ma F; Allen DK; Morgan JA; Young JD","2014","10.1007/978-1-62703-688-7_12","D-24222417","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","INCA: a computational platform for isotopically non-stationary metabolic flux analysis.","Young JD","2014","10.1093/bioinformatics/btu015","D-24413674","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0003;REPAIR-SEARCH-0005","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Metabolic and bactericidal effects of targeted suppression of NadD and NadE enzymes in mycobacteria.","Rodionova IA; Schuster BM; Guinn KM; Sorci L; Scott DA; Li X; Kheterpal I; Shoen C; Cynamon M; Locher C; Rubin EJ; Osterman AL","2014","10.1128/mbio.00747-13","D-24549842","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Robustness and plasticity of metabolic pathway flux among uropathogenic isolates of Pseudomonas aeruginosa.","Berger A; Dohnt K; Tielen P; Jahn D; Becker J; Wittmann C","2014","10.1371/journal.pone.0088368","D-24709961","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0003","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","IDH1 mutations alter citric acid cycle metabolism and increase dependence on oxidative mitochondrial metabolism.","Grassian AR; Parker SJ; Davidson SM; Divakaruni AS; Green CR; Zhang X; Slocum KL; Pu M; Lin F; Vickers C; Joud-Caldwell C; Chung F; Yin H; Handly ED; Straub C; Growney JD; Vander Heiden MG; Murphy AN; Pagliarini R; Metallo CM","2014","10.1158/0008-5472.can-14-0772-t","D-24755473","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Systematic evaluation of methods for integration of transcriptomic data into constraint-based models of metabolism.","Machado D; Herrgård M","2014","10.1371/journal.pcbi.1003580","D-24762745","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0004;REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Non-stationary 13C metabolic flux analysis of Chinese hamster ovary cells in batch culture using extracellular labeling highlights metabolic reversibility and compartmentation.","Nicolae A; Wahrheit J; Bahnemann J; Zeng AP; Heinzle E","2014","10.1186/1752-0509-8-50","D-24773761","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0002","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Reliable Metabolic Flux Estimation in Escherichia coli Central Carbon Metabolism Using Intracellular Free Amino Acids.","Okahashi N; Kajihata S; Furusawa C; Shimizu H","2014","10.3390/metabo4020408","D-24957033","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0002;REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","OpenMebius: an open source software for isotopically nonstationary 13C-based metabolic flux analysis.","Kajihata S; Furusawa C; Matsuda F; Shimizu H","2014","10.1155/2014/627014","D-25006579","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Sampling of intracellular metabolites for stationary and non-stationary (13)C metabolic flux analysis in Escherichia coli.","Millard P; Massou S; Wittmann C; Portais JC; Létisse F","2014","10.1016/j.ab.2014.07.026","D-25102204","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0003;REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","13 C flux analysis of cyanobacterial metabolism.","Adebiyi AO; Jazmin LJ; Young JD","2015","10.1007/s11120-014-0045-1","D-25280933","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0001","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Profiling of stable isotope enrichment in specialized metabolites using liquid chromatography and multiplexed nonselective collision-induced dissociation.","Wang Z; Jones AD","2014","10.1021/ac502205y","D-25300033","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Isotopically nonstationary 13C flux analysis of changes in Arabidopsis thaliana leaf metabolism due to high light acclimation.","Ma F; Jazmin LJ; Young JD; Allen DK","2014","10.1073/pnas.1319485111","D-25368168","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0003","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Estimating relative changes of metabolic fluxes.","Huang L; Kim D; Liu X; Myers CR; Locasale JW","2014","10.1371/journal.pcbi.1003958","D-25412287","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0001;REPAIR-SEARCH-0003","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Isotope labeling pattern study of central carbon metabolites using GC/MS.","Jung JY; Oh MK","2015","10.1016/j.jchromb.2014.10.033","D-25463204","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Genome-based metabolic mapping and 13C flux analysis reveal systematic properties of an oleaginous microalga Chlorella protothecoides.","Wu C; Xiong W; Dai J; Wu Q","2015","10.1104/pp.114.250688","D-25511434","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0002","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Integrated 13C-metabolic flux analysis of 14 parallel labeling experiments in Escherichia coli.","Crown SB; Long CP; Antoniewicz MR","2015","10.1016/j.ymben.2015.01.001","D-25596508","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Methods and advances in metabolic flux analysis: a mini-review.","Antoniewicz MR","2015","10.1007/s10295-015-1585-x","D-25613286","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Large-Scale 13C flux profiling reveals conservation of the Entner-Doudoroff pathway as a glycolytic strategy among marine bacteria that use glucose.","Klingner A; Bartsch A; Dogs M; Wagner-Döbler I; Jahn D; Simon M; Brinkhoff T; Becker J; Wittmann C","2015","10.1128/aem.03157-14","D-25616803","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0005","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Metabolic flux analysis of Escherichia coli MG1655 under octanoic acid (C8) stress.","Fu Y; Yoon JM; Jarboe L; Shanks JV","2015","10.1007/s00253-015-6387-6","D-25620365","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0001","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","A roadmap for interpreting (13)C metabolite labeling patterns from cells.","Buescher JM; Antoniewicz MR; Boros LG; Burgess SC; Brunengraber H; Clish CB; DeBerardinis RJ; Feron O; Frezza C; Ghesquiere B; Gottlieb E; Hiller K; Jones RG; Kamphorst JJ; Kibbey RG; Kimmelman AC; Locasale JW; Lunt SY; Maddocks OD; Malloy C; Metallo CM; Meuillet EJ; Munger J; Nöh K; Rabinowitz JD; Ralser M; Sauer U; Stephanopoulos G; St-Pierre J; Tennant DA; Wittmann C; Vander Heiden MG; Vazquez A; Vousden K; Young JD; Zamboni N; Fendt SM","2015","10.1016/j.copbio.2015.02.003","D-25731751","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Pool size measurements facilitate the determination of fluxes at branching points in non-stationary metabolic flux analysis: the case of Arabidopsis thaliana.","Heise R; Fernie AR; Stitt M; Nikoloski Z","2015","10.3389/fpls.2015.00386","D-26082786","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0002","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Elucidating the role of copper in CHO cell energy metabolism using (13)C metabolic flux analysis.","Nargund S; Qiu J; Goudar CT","2015","10.1002/btpr.2131","D-26097228","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0001","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Metabolomics Analysis Reveals that AICAR Affects Glycerolipid, Ceramide and Nucleotide Synthesis Pathways in INS-1 Cells.","ElAzzouny MA; Evans CR; Burant CF; Kennedy RT","2015","10.1371/journal.pone.0129029","D-26107620","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0002","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","13C metabolic flux analysis at a genome-scale.","Gopalakrishnan S; Maranas CD","2015","10.1016/j.ymben.2015.08.006","D-26358840","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0002","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Cutting the Gordian Knot: Identifiability of anaplerotic reactions in Corynebacterium glutamicum by means of (13) C-metabolic flux analysis.","Kappelmann J; Wiechert W; Noack S","2016","10.1002/bit.25833","D-26375179","RETAINED","retained","NA","P0019"
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","A Method to Constrain Genome-Scale Models with 13C Labeling Data.","Martín HG; Kumar VS; Weaver D; Ghosh A; Chubukov V; Mukhopadhyay A; Arkin A; Keasling JD","2015","10.1371/journal.pcbi.1004363","D-26379153","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0002","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Achieving Metabolic Flux Analysis for S. cerevisiae at a Genome-Scale: Challenges, Requirements, and Considerations.","Gopalakrishnan S; Maranas CD","2015","10.3390/metabo5030521","D-26393660","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","MID Max: LC-MS/MS Method for Measuring the Precursor and Product Mass Isotopomer Distributions of Metabolic Intermediates and Cofactors for Metabolic Flux Analysis Applications.","McCloskey D; Young JD; Xu S; Palsson BO; Feist AM","2016","10.1021/acs.analchem.5b03887","D-26666286","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0003;REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Effective Estimation of Dynamic Metabolic Fluxes Using (13)C Labeling and Piecewise Affine Approximation: From Theory to Practical Applicability.","Schumacher R; Wahl SA","2015","10.3390/metabo5040697","D-26690237","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Green pathways: Metabolic network analysis of plant systems.","Dersch LM; Beckers V; Wittmann C","2016","10.1016/j.ymben.2015.12.001","D-26704307","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0005","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","(13)C metabolic flux analysis in neurons utilizing a model that accounts for hexose phosphate recycling within the pentose phosphate pathway.","Gebril HM; Avula B; Wang YH; Khan IA; Jekabsons MB","2016","10.1016/j.neuint.2015.12.008","D-26723542","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Quantification of Metabolic Rearrangements During Neural Stem Cells Differentiation into Astrocytes by Metabolic Flux Analysis.","Sá JV; Kleiderman S; Brito C; Sonnewald U; Leist M; Teixeira AP; Alves PM","2017","10.1007/s11064-016-1907-z","D-27068034","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0003","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Myc-Driven Glycolysis Is a Therapeutic Target in Glioblastoma.","Tateishi K; Iafrate AJ; Ho Q; Curry WT; Batchelor TT; Flaherty KT; Onozato ML; Lelic N; Sundaram S; Cahill DP; Chi AS; Wakimoto H","2016","10.1158/1078-0432.ccr-15-2274","D-27076630","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0003","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Investigating strain dependency in the production of aromatic compounds in Saccharomyces cerevisiae.","Suástegui M; Guo W; Feng X; Shao Z","2016","10.1002/bit.26037","D-27317047","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0002;REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Protein Requirements Are Elevated in Endurance Athletes after Exercise as Determined by the Indicator Amino Acid Oxidation Method.","Kato H; Suzuki K; Bannai M; Moore DR","2016","10.1371/journal.pone.0157406","D-27322029","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0005","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","(13)C metabolic flux analysis of microbial and mammalian systems is enhanced with GC-MS measurements of glycogen and RNA labeling.","Long CP; Au J; Gonzalez JE; Antoniewicz MR","2016","10.1016/j.ymben.2016.06.007","D-27343680","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0005;REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","(13) C-metabolic flux analysis of human adenovirus infection: Implications for viral vector production.","Carinhas N; Koshkin A; Pais DA; Alves PM; Teixeira AP","2017","10.1002/bit.26063","D-27477740","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","SUMOFLUX: A Generalized Method for Targeted 13C Metabolic Flux Ratio Analysis.","Kogadeeva M; Zamboni N","2016","10.1371/journal.pcbi.1005109","D-27626798","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","(13)C Metabolic Flux Analysis for Systematic Metabolic Engineering of S. cerevisiae for Overproduction of Fatty Acids.","Ghosh A; Ando D; Gin J; Runguphan W; Denby C; Wang G; Baidoo EE; Shymansky C; Keasling JD; García Martín H","2016","10.3389/fbioe.2016.00076","D-27761435","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0001;REPAIR-SEARCH-0003","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Epithelial-mesenchymal transition induction is associated with augmented glucose uptake and lactate production in pancreatic ductal adenocarcinoma.","Liu M; Quek LE; Sultani G; Turner N","2016","10.1186/s40170-016-0160-x","D-27777765","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","FluxFix: automatic isotopologue normalization for metabolic tracer analysis.","Trefely S; Ashwell P; Snyder NW","2016","10.1186/s12859-016-1360-7","D-27887574","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Metabolic Flux Analysis in Isotope Labeling Experiments Using the Adjoint Approach.","Mottelet S; Gaullier G; Sadaka G","2017","10.1109/tcbb.2016.2544299","D-28113867","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0003","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Comprehensive and accurate tracking of carbon origin of LC-tandem mass spectrometry collisional fragments for (13)C-MFA.","Kappelmann J; Klein B; Geilenkirchen P; Noack S","2017","10.1007/s00216-016-0174-9","D-28116490","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Metabolic Flux Analysis of the Synechocystis sp. PCC 6803 ΔnrtABCD Mutant Reveals a Mechanism for Metabolic Adaptation to Nitrogen-Limited Conditions.","Nakajima T; Yoshikawa K; Toya Y; Matsuda F; Shimizu H","2017","10.1093/pcp/pcw233","D-28130420","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0005","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Quantitative (13)C Traces of Glucose Fate in Hepatitis B Virus-Infected Hepatocytes.","Wan Q; Wang Y; Tang H","2017","10.1021/acs.analchem.6b03200","D-28221022","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Robust identification of metabolic control for microbial l-methionine production following an easy-to-use puristic approach.","Teleki A; Rahnert M; Bungart O; Gann B; Ochrombel I; Takors R","2017","10.1016/j.ymben.2017.03.008","D-28389396","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
