"discovery_id","search_id","source","search_date","title","authors","year","doi_or_identifier","source_native_id","duplicate_group","screening_state","exclusion_reason","evidence_level","final_corpus_id","notes"
"ROOT-D0048","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Fermentation Process and Metabolic Flux of Ethanol Production from the Detoxified Hydrolyzate of Cassava Residue","Xingjiang Li; Yongdong Deng; Ying Yang; Zhao‐Jun Wei; Jieshun Cheng; Lili Cao; Dongdong Mu; Shuizhong Luo; Zhi Zheng; Shaotong Jiang; Xuefeng Wu","2017","10.3389/fmicb.2017.01603","https://openalex.org/W2749549403","ROOT-10.3389/fmicb.2017.01603","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0049","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Recent development and biomedical applications of probabilistic Boolean networks","Panuwat Trairatphisan; Andrzej Mizera; Jun Pang; Alexandru Tantar; Jochen G. Schneider; Thomas Sauter","2013","10.1186/1478-811x-11-46","https://openalex.org/W2155898089","ROOT-10.1186/1478-811x-11-46","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0050","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Assessing fungal contributions to cellulose degradation in soil by using high-throughput stable isotope probing","Chantal Koechli; Ashley Campbell; Charles Pepe‐Ranney; Daniel H. Buckley","2018","10.1016/j.soilbio.2018.12.013","https://openalex.org/W2905494423","ROOT-10.1016/j.soilbio.2018.12.013","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0051","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Site-selective 13C labeling of proteins using erythrose","Ulrich Weininger","2017","10.1007/s10858-017-0096-7","https://openalex.org/W2592736255","ROOT-10.1007/s10858-017-0096-7","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0052","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Current status and future perspectives of kinetic modeling for the cell metabolism with incorporation of the metabolic regulation mechanism","Yu Matsuoka; Kazuyuki Shimizu","2015","10.1186/s40643-014-0031-7","https://openalex.org/W2165703209","ROOT-10.1186/s40643-014-0031-7","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0053","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Predicting biological system objectives de novo from internal state measurements","Erwin P. Gianchandani; Matthew Oberhardt; Anthony P. Burgard; Costas D. Maranas; Jason A. Papin","2008","10.1186/1471-2105-9-43","https://openalex.org/W2085236271","ROOT-10.1186/1471-2105-9-43","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0054","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Brain glucose metabolism during hypoglycemia in type 1 diabetes: insights from functional and metabolic neuroimaging studies","Hanne M. M. Rooijackers; Evita Wiegers; Cees J. Tack; Marinette van der Graaf; Bastiaan E. de Galan","2015","10.1007/s00018-015-2079-8","https://openalex.org/W1929988892","ROOT-10.1007/s00018-015-2079-8","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0055","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Balancing the risks of hydraulic failure and carbon starvation: a twig scale analysis in declining <scp>S</scp>cots pine","Yann Salmon; José Manuel Torres Ruiz; Rafael Poyatos; Jordi Martínez‐Vilalta; Patrick Meir; Hervé Cochard; Maurizio Mencuccini","2015","10.1111/pce.12572","https://openalex.org/W2163269272","ROOT-10.1111/pce.12572","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0056","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Microbial production of advanced biofuels","Jay D. Keasling; Héctor García Martín; Taek Soon Lee; Aindrila Mukhopadhyay; Steven W. Singer; Eric Sundström","2021","10.1038/s41579-021-00577-w","https://openalex.org/W3177041780","ROOT-10.1038/s41579-021-00577-w","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0057","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Physicochemical and metabolic constraints for thermodynamics-based stoichiometric modelling under mesophilic growth conditions","Claudio Tomi-Andrino; Rupert Norman; Thomas Millat; Philippe Soucaille; Klaus Winzer; David A. Barrett; John R. King; Dong‐Hyun Kim","2021","10.1371/journal.pcbi.1007694","https://openalex.org/W3125963348","ROOT-10.1371/journal.pcbi.1007694","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0058","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Metabolic control analysis of L-tryptophan producing Escherichia coli applying targeted perturbation with shikimate","Kristin Schoppel; Natalia Trachtmann; Fabian Mittermeier; Georg A. Sprenger; Dirk Weuster‐Botz","2021","10.1007/s00449-021-02630-7","https://openalex.org/W3199044376","ROOT-10.1007/s00449-021-02630-7","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0059","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Functional comparison of metabolic networks across species","Charlotte Ramon; Jörg Stelling","2023","10.1038/s41467-023-37429-5","https://openalex.org/W4360992607","ROOT-10.1038/s41467-023-37429-5","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0060","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Metabolic modelling and 13C flux analysis application to biotechnologically important yeasts and a fungus","Paula Jouhten","2009","https://openalex.org/W2560656643","https://openalex.org/W2560656643","ROOT-https://openalex.org/w2560656643","TITLE_ABSTRACT_INCLUDED","NA","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0061","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Modeling vegetation and carbon dynamics of managed grasslands at the global scale with LPJmL 3.6","Susanne Rolinski; Christoph Müller; Jens Heinke; Isabelle Weindl; Anne Biewald; Benjamin Leon Bodirsky; Alberte Bondeau; Eltje R. Boons-Prins; Lex Bouwman; P.A. Leffelaar; J.A. te Roller; Sibyll Schaphoff; Kirsten Thonicke","2018","10.5194/gmd-11-429-2018","https://openalex.org/W2591096881","ROOT-10.5194/gmd-11-429-2018","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0062","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","<b> Dynamic genome-based metabolic modeling of the predominant cellulolytic rumen bacterium <i>Fibrobacter succinogenes</i> S85 </b>","Ibrahim Fakih; Jeanne Got; Carlos Eduardo Robles-Rodríguez; Anne Siegel; Évelyne Forano; Rafael Muñoz‐Tamayo","2023","10.1128/msystems.01027-22","https://openalex.org/W4379769057","ROOT-10.1128/msystems.01027-22","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0063","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Assessing the sensitivity of bivalve populations to global warming using an individual‐based modelling approach","Yoann Thomas; Cédric Bacher","2018","10.1111/gcb.14402","https://openalex.org/W2883521758","ROOT-10.1111/gcb.14402","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0064","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Geometric Algorithms for Sampling the Flux Space of Metabolic Networks","Apostolos Chalkis; Emiris, Ioannis; Vissarion Fisikopoulos; Elias Tsigaridas; Haris Zafeiropoulos","2020","10.20382/jocg.v14i1a8","https://openalex.org/W3110720237","ROOT-10.20382/jocg.v14i1a8","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0065","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","New Insights Into Energy Substrate Utilization and Metabolic Remodeling in Cardiac Physiological Adaption","Xiaomeng Shi; Hongyu Qiu","2022","10.3389/fphys.2022.831829","https://openalex.org/W4214567862","ROOT-10.3389/fphys.2022.831829","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0066","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Common principles and best practices for engineering microbiomes","Christopher E. Lawson; William R. Harcombe; Roland Hatzenpichler; Stephen R. Lindemann; Frank E. Löffler; Michelle O’Malley; Héctor García Martín; Brian F. Pfleger; Lutgarde Raskin; Ophelia S. Venturelli; David G. Weissbrodt; Daniel R. Noguera; Katherine D. McMahon","2019","10.1038/s41579-019-0255-9","https://openalex.org/W2974481407","ROOT-10.1038/s41579-019-0255-9","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0067","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Deletion of transketolase triggers a stringent metabolic response in promastigotes and loss of virulence in amastigotes of Leishmania mexicana","Julie Kovářová; Andrew W. Pountain; David Wildridge; Stefan Weidt; Frédéric Bringaud; Richard Burchmore; Fiona Achcar; Michael P. Barrett","2018","10.1371/journal.ppat.1006953","https://openalex.org/W2793556692","ROOT-10.1371/journal.ppat.1006953","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0068","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Steady-State Metabolite Concentrations Reflect a Balance between Maximizing Enzyme Efficiency and Minimizing Total Metabolite Load","Naama Tepper; Εlad Noor; Daniel Amador‐Noguez; Hulda S. Haraldsdóttir; Ron Milo; Joshua D. Rabinowitz; Wolfram Liebermeister; Tomer Shlomi","2013","10.1371/journal.pone.0075370","https://openalex.org/W1967500610","ROOT-10.1371/journal.pone.0075370","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0069","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Groundwater–surface water mixing shifts ecological assembly processes and stimulates organic carbon turnover","James Stegen; James K. Fredrickson; Michael J. Wilkins; Allan Konopka; William Nelson; Evan Arntzen; William Chrisler; Rosalie Chu; Robert Danczak; Sarah Fansler; David W. Kennedy; Charles T. Resch; Malak Tfaily","2016","10.1038/ncomms11237","https://openalex.org/W2331644702","ROOT-10.1038/ncomms11237","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0070","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Synthetic biology of cyanobacteria: unique challenges and opportunities","Bertram M. Berla; Rajib Saha; Cheryl M. Immethun; Costas D. Maranas; Tae Seok Moon; Himadri B. Pakrasi","2013","10.3389/fmicb.2013.00246","https://openalex.org/W2151104145","ROOT-10.3389/fmicb.2013.00246","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0071","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Modelling northern peatland area and carbon dynamics since the Holocene with the ORCHIDEE-PEAT land surface model (SVN r5488)","Chunjing Qiu; Dan Zhu; Philippe Ciais; Bertrand Guenet; Shushi Peng; Gerhard Krinner; Ardalan Tootchi; Agnès Ducharne; Adam Hastie","2019","10.5194/gmd-12-2961-2019","https://openalex.org/W2903251709","ROOT-10.5194/gmd-12-2961-2019","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0072","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","The Parenchyma of Secondary Xylem and Its Critical Role in Tree Defense against Fungal Decay in Relation to the CODIT Model","Hugh Morris; Craig R. Brodersen; Francis W. M. R. Schwarze; Steven Jansen","2016","10.3389/fpls.2016.01665","https://openalex.org/W2552192387","ROOT-10.3389/fpls.2016.01665","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0073","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Differential Metabolism of Medium-Chain Fatty Acids in Differentiated Human-Induced Pluripotent Stem Cell-Derived Astrocytes","Sarah Sonnay; Anirikh Chakrabarti; Jonathan Thévenet; Andreas Wiederkehr; Nicolas Christinat; Mojgan Masoodi","2019","10.3389/fphys.2019.00657","https://openalex.org/W2948995731","ROOT-10.3389/fphys.2019.00657","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0074","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Terrestrial cycling of <sup>13</sup> CO <sub>2</sub> by photosynthesis, respiration, and biomass burning in SiBCASA","Ivar R. van der Velde; J. B. Miller; Kevin Schaefer; Guido R. van der Werf; Maarten Krol; Wouter Peters","2014","10.5194/bg-11-6553-2014","https://openalex.org/W2150549080","ROOT-10.5194/bg-11-6553-2014","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0075","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Advances in structure elucidation of small molecules using mass spectrometry","Tobias Kind; Oliver Fiehn","2010","10.1007/s12566-010-0015-9","https://openalex.org/W2101257438","ROOT-10.1007/s12566-010-0015-9","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0076","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","BayFlux: A <i>Bay</i> esian method to quantify metabolic <i>Flux</i> es and their uncertainty at the genome scale","Tyler W. H. Backman; Christina Schenk; Tijana Radivojević; David Ando; Janavi Singh; Jeffrey J. Czajka; Zak Costello; Jay D. Keasling; Yinjie Tang; Elena Akhmatskaya; Héctor García Martín","2023","10.1101/2023.04.19.537435","https://openalex.org/W4366548510","ROOT-10.1101/2023.04.19.537435","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0077","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Quantitative modeling of pentose phosphate pathway response to oxidative stress reveals a cooperative regulatory strategy","Julien Hurbain; Quentin Thommen; François Anquez; Benjamin Pfeuty","2022","10.1016/j.isci.2022.104681","https://openalex.org/W4283700072","ROOT-10.1016/j.isci.2022.104681","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0078","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Biomass production of site selective 13C/15N nucleotides using wild type and a transketolase E. coli mutant for labeling RNA for high resolution NMR","Chandar S. Thakur; Yiling Luo; Bin Chen; Nadukkudy V. Eldho; T. Kwaku Dayie","2011","10.1007/s10858-011-9586-1","https://openalex.org/W1990417286","ROOT-10.1007/s10858-011-9586-1","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0079","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Comparing plant litter molecular diversity assessed from proximate analysis and 13C NMR spectroscopy","Arjun Chakrawal; Björn D. Lindahl; Odeta Qafoku; Stefano Manzoni","2024","10.1016/j.soilbio.2024.109517","https://openalex.org/W4400412879","ROOT-10.1016/j.soilbio.2024.109517","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0080","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","OpenFLUX2: 13 C-MFA modeling software package adjusted for the comprehensive analysis of single and parallel labeling experiments","М.С. Шуплецов; L. I. Golubeva; Svetlana S Rubina; Dmitry A Podvyaznikov; Shintaro Iwatani; Sergey V. Mashko","2014","10.1186/preaccept-1256381938128538","https://openalex.org/W4245467297","ROOT-10.1186/preaccept-1256381938128538","TITLE_ABSTRACT_INCLUDED","NA","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0081","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Widespread occurrence of dissolved oxygen anomalies, aerobic microbes, and oxygen-producing metabolic pathways in apparently anoxic environments","S. Emil Ruff; Laura Schwab; Emeline Vidal; Jordon Hemingway; Beate Kraft; Ranjani Murali","2024","10.1093/femsec/fiae132","https://openalex.org/W4402857717","ROOT-10.1093/femsec/fiae132","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0082","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Inside‐out: Synergising leaf biochemical traits with stomatal‐regulated water fluxes to enhance transpiration modelling during abiotic stress","Robert S. Caine; Muhammad Sarfraz Khan; Robert A. Brench; Heather Walker; Holly Croft","2024","10.1111/pce.14892","https://openalex.org/W4393227079","ROOT-10.1111/pce.14892","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0083","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Evaluating proteome allocation of Saccharomyces cerevisiae phenotypes with resource balance analysis","Hoang V. Dinh; Costas D. Maranas","2023","10.1016/j.ymben.2023.04.009","https://openalex.org/W4366245488","ROOT-10.1016/j.ymben.2023.04.009","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0084","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Simultaneous Parameters Identifiability and Estimation of an<i>E. coli</i>Metabolic Network Model","Kese Pontes Freitas Alberton; André L. Alberton; Jimena Andréa Di Maggio; Vanina Estrada; M. Soledad Díaz; Argimiro R. Secchi","2015","10.1155/2015/454765","https://openalex.org/W2071667651","ROOT-10.1155/2015/454765","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0085","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Borealization of the Arctic Ocean in Response to Anomalous Advection From Sub-Arctic Seas","Igor V. Polyakov; Matthew B. Alkire; Bodil A. Bluhm; Kristina A. Brown; Eddy C. Carmack; Melissa Chierici; Seth L. Danielson; Ingrid Ellingsen; E. A. Ershova; Katarina Gårdfeldt; Randi B. Ingvaldsen; Andrey V. Pnyushkov; Dag Slagstad; Paul Wassmann","2020","10.3389/fmars.2020.00491","https://openalex.org/W3040558633","ROOT-10.3389/fmars.2020.00491","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0086","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Applications of stable isotope‐based metabolomics and fluxomics toward synthetic biology of cyanobacteria","Piyoosh Kumar Babele; Jamey D. Young","2019","10.1002/wsbm.1472","https://openalex.org/W2995019602","ROOT-10.1002/wsbm.1472","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0087","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Bayesian multi-model-based <sup>13</sup> C <sup>15</sup> N-metabolic flux analysis quantifies carbon-nitrogen metabolism in mycobacteria","Khushboo Borah; Martin Beyß; Ye Xu; Jim Barber; Catia Costa; Jane Newcombe; Axel Theorell; Melanie J. Bailey; Dany J. V. Beste; Johnjoe McFadden; Katharina Nöh","2022","10.1101/2022.03.08.483448","https://openalex.org/W4220948432","ROOT-10.1101/2022.03.08.483448","TITLE_ABSTRACT_INCLUDED","NA","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0088","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Functional descriptions of feeding and energetics of the Pacific oyster Crassostrea gigas in New Zealand","Jeffrey S. Ren; AH Ross; DR Schiel","2000","10.3354/meps208119","https://openalex.org/W2120062447","ROOT-10.3354/meps208119","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0089","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Artificial intelligence in metabolomics: a current review","Jinhua Chi; Jingmin Shu; Ming Li; Rekha Mudappathi; Yan Jin; Freeman Lewis; Alexandria Boon; Xiao‐Yan Qin; Li Liu; Haiwei Gu","2024","10.1016/j.trac.2024.117852","https://openalex.org/W4400269321","ROOT-10.1016/j.trac.2024.117852","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0090","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Impaired branched-chain amino acid (BCAA) catabolism during adipocyte differentiation decreases glycolytic flux","Courtney R. Green; Lynn M. Alaeddine; Karl A. Wessendorf-Rodriguez; Rory Turner; Merve Elmastas; Justin D. Hover; Anne N. Murphy; Mikael Rydén; Niklas Mejhert; Christian M. Metallo; Martina Wallace","2024","10.1016/j.jbc.2024.108004","https://openalex.org/W4404408499","ROOT-10.1016/j.jbc.2024.108004","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0091","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Partial asynchrony of coniferous forest carbon sources and sinks at the intra-annual time scale","Roberto Silvestro; Maurizio Mencuccini; Raúl García‐Valdés; Serena Antonucci; Alberto Arzac; Franco Biondi; Valentinà Buttò; J. Julio Camarero; Filipe Campelo; Hervé Cochard; Katarina Čufar; Henri E. Cuny; Martín de Luis; Annie Deslauriers; Guillaume Drolet; Marina V. Fonti; Patrick Fonti; Alessio Giovannelli; Jožica Gričar; Andreas Gruber; Vladimír Gryc; Rossella Guerrieri; Aylin Güney; Xiali Guo; Jian‐Guo Huang; Tuula Jyske; Jakub Kašpar; Alexander V. Kirdyanov; Tamir Klein; Audrey Lemay; Xiaoxia Li; Eryuan Liang; Anna Lintunen; Feng Liu; Fabio Lombardi; Qianqian Ma; Harri Mäkinen; Rayees A. Malik; Edurne Martínez del Castillo; Jordi Martínez‐Vilalta; Stefan Mayr; Hubert Morin; Cristina Nabais; Pekka Nöjd; Walter Oberhuber; José Miguel Olano; Andrew P. Ouimette; Teemu Paljakka; Mikko Peltoniemi; Richard L. Peters; Ping Ren; Peter Prislan; Cyrille Rathgeber; Anna Sala; Antonio Saracino; Luigi Saulino; Piia Schiestl-Aalto; Vladimir V. Shishov; Alexia Stokes; Raman Sukumar; Jean‐Daniel Sylvain; Roberto Tognetti; Václav Treml; Josef Urban; Hanuš Vavrčík; Joana Vieira; Georg von Arx; Yan Wang; Bao Yang; Qiao Zeng; Shaokang Zhang; Emanuele Ziaco; Sergio Rossi","2024","10.1038/s41467-024-49494-5","https://openalex.org/W4401339688","ROOT-10.1038/s41467-024-49494-5","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0092","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Using stable isotope analysis to answer fundamental questions in invasion ecology: Progress and prospects","Marshall D. McCue; Marion Javal; Susana Clusella‐Trullas; Johannes J. Le Roux; Michelle C. Jackson; Allan G. Ellis; David M. Richardson; Alex J. Valentine; John S. Terblanche","2019","10.1111/2041-210x.13327","https://openalex.org/W2984524472","ROOT-10.1111/2041-210x.13327","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
