"workstream_record_id","query_id","search_source","search_date","title","authors","year","doi_or_identifier","source_native_id","duplicate_group","screening_state","exclusion_reason","evidence_level","final_corpus_id","raw_result_file","notes"
"C0171","PHASE2-SEARCH-0027","OpenAlex","2026-07-31","Estimation, Decision and Applications to Target Tracking","Yu Liu","2013","https://openalex.org/W171989812","https://openalex.org/W171989812","C-DUP-0156","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0027_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0027_openalex.json"
"C0172","PHASE2-SEARCH-0027","OpenAlex","2026-07-31","A SURVEY OF MOTION-BASED MULTITARGET TRACKING METHODS","Changzhen Qiu; Zhiyong Zhang; Huanzhang Lu; Huiwu Luo","2015","10.2528/pierb15010503","https://openalex.org/W581632429","C-DUP-0157","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0027_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0027_openalex.json"
"C0173","PHASE2-SEARCH-0027","OpenAlex","2026-07-31","Universal Scheme for Optimal Search and Stop","Sirin Nitinawarat; Venugopal V. Veeravalli","2014","10.48550/arxiv.1412.4870","https://openalex.org/W2951492191","C-DUP-0158","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0027_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0027_openalex.json"
"C0174","PHASE2-SEARCH-0027","OpenAlex","2026-07-31","Sequential Multiple Testing of Multiple Composite Hypotheses: an Asymptotic Optimality Theory with General Information Functions","Yiming Xing","2026","10.5705/ss.202025.0042","https://openalex.org/W7162491624","C-DUP-0159","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0027_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0027_openalex.json"
"C0175","PHASE2-SEARCH-0027","OpenAlex","2026-07-31","Quick and Complete Convergence in the Law of Large Numbers with Applications to Statistics","Alexander G. Tartakovsky","2023","10.3390/math11122687","https://openalex.org/W4380685732","C-DUP-0160","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0027_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0027_openalex.json"
"C0176","PHASE2-SEARCH-0028","Crossref","2026-07-31","Sequential Design of Experiments","Herman Chernoff","1992","10.1007/978-1-4612-4380-9_27","10.1007/978-1-4612-4380-9_27","C-DUP-0161","TITLE_ABSTRACT_INCLUDED","","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json"
"C0177","PHASE2-SEARCH-0028","Crossref","2026-07-31","Sequential Design of Experiments","Herman Chernoff","1959","10.1214/aoms/1177706205","10.1214/aoms/1177706205","C-DUP-0162","TITLE_ABSTRACT_INCLUDED","","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json"
"C0178","PHASE2-SEARCH-0028","Crossref","2026-07-31","Introduction to Chernoff (1959) Sequential Design of Experiments","P. K. Sen","1992","10.1007/978-1-4612-4380-9_26","10.1007/978-1-4612-4380-9_26","C-DUP-0163","TITLE_ABSTRACT_INCLUDED","","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json"
"C0179","PHASE2-SEARCH-0028","Crossref","2026-07-31","1. Sequential Analysis and Optimal Design","Herman Chernoff","1972","10.1137/1.9781611970593.ch1","10.1137/1.9781611970593.ch1","C-DUP-0164","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json"
"C0180","PHASE2-SEARCH-0028","Crossref","2026-07-31","Sequential Analysis and Optimal Design","Herman Chernoff","1972","10.1137/1.9781611970593","10.1137/1.9781611970593","C-DUP-0165","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json"
"C0181","PHASE2-SEARCH-0028","Crossref","2026-07-31","Adaptive waveform design for target detection with sequential composite hypothesis testing","Shahar Bar; Joseph Tabrikian","2016","10.1109/ssp.2016.7551788","10.1109/ssp.2016.7551788","C-DUP-0166","TITLE_ABSTRACT_INCLUDED","","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json"
"C0182","PHASE2-SEARCH-0028","Crossref","2026-07-31","Sequential Design of Experiments for Hypothesis Testing","I. I. Tsitovich","1985","10.1137/1129109","10.1137/1129109","C-DUP-0167","TITLE_ABSTRACT_INCLUDED","","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json"
"C0183","PHASE2-SEARCH-0028","Crossref","2026-07-31","Sequential Design of Experiments","Christine Anderson-Cook","2017","10.2172/1367830","10.2172/1367830","C-DUP-0168","TITLE_ABSTRACT_INCLUDED","","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json"
"C0184","PHASE2-SEARCH-0028","Crossref","2026-07-31","Cost effective functional response experiments via sequential design","Hayden Moffat","","10.5204/thesis.eprints.209917","10.5204/thesis.eprints.209917","C-DUP-0169","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json"
"C0185","PHASE2-SEARCH-0028","Crossref","2026-07-31","Sequential aspects of experiments and experimental programmes","","2012","10.1017/cbo9781139020879.021","10.1017/cbo9781139020879.021","C-DUP-0170","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json"
"C0186","PHASE2-SEARCH-0028","Crossref","2026-07-31","Sequential Analysis and Optimal Design.","Gordon Simons; Herman Chernoff","1976","10.2307/2285778","10.2307/2285778","C-DUP-0171","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json"
"C0187","PHASE2-SEARCH-0028","Crossref","2026-07-31","Design and Analysis of Sequential Experiments","","2014","10.1142/9789814566780_0028","10.1142/9789814566780_0028","C-DUP-0172","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json"
"C0188","PHASE2-SEARCH-0028","Crossref","2026-07-31","Topics in the Sequential Design of Experiments","Michael Woodroofe","1992","10.21236/ada249799","10.21236/ada249799","C-DUP-0173","TITLE_ABSTRACT_INCLUDED","","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json"
"C0189","PHASE2-SEARCH-0028","Crossref","2026-07-31","Sequential Design of Experiments to Estimate a Probability of Failure.","Ling Li","","10.70675/d357cfdbzb42ez4339z96cbza4279c846cce","10.70675/d357cfdbzb42ez4339z96cbza4279c846cce","C-DUP-0174","TITLE_ABSTRACT_INCLUDED","","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json"
"C0190","PHASE2-SEARCH-0028","Crossref","2026-07-31","Numerical Methods for Bayes Sequential Decision Problems","H. Chernoff; A. J. Petkau","1984","10.21236/ada140418","10.21236/ada140418","C-DUP-0175","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json"
"C0191","PHASE2-SEARCH-0028","Crossref","2026-07-31","Design and Analysis of Sequential Experiments","","2005","10.1142/9789812793522_0024","10.1142/9789812793522_0024","C-DUP-0176","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json"
"C0192","PHASE2-SEARCH-0028","Crossref","2026-07-31","Pre-treatment observations in the design of experiments","E. A. Roberts","1992","10.1007/978-94-011-3120-9_6","10.1007/978-94-011-3120-9_6","C-DUP-0177","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json"
"C0193","PHASE2-SEARCH-0028","Crossref","2026-07-31","Study of Optimal Adaptive Rule in Testing Composite Hypothesis","Subir Kr. Bhandari; Shyamal Krishna De; Siddhartha Mandal; Santanu Pradhan; Biswajit Ghosh","2009","10.1080/07474940903041852","10.1080/07474940903041852","C-DUP-0178","TITLE_ABSTRACT_INCLUDED","","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json"
"C0194","PHASE2-SEARCH-0028","Crossref","2026-07-31","Hypothesis-Driven Simulation Studies","Fabian Lorig","2019","10.1007/978-3-658-27588-4_5","10.1007/978-3-658-27588-4_5","C-DUP-0179","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json"
"C0195","PHASE2-SEARCH-0028","Crossref","2026-07-31","Bayesian Sequential Composite Hypothesis Testing in Discrete Time","Erik Ekström; Yuqiong Wang","2022","10.1051/ps/2022005","10.1051/ps/2022005","C-DUP-0180","TITLE_ABSTRACT_INCLUDED","","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json"
"C0196","PHASE2-SEARCH-0028","Crossref","2026-07-31","Sequential design of single-cell experiments to identify discrete stochastic models for gene expression","Dmitri Svetlov","2024","10.1021/scimeetings.5c10836","10.1021/scimeetings.5c10836","C-DUP-0181","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json"
"C0197","PHASE2-SEARCH-0028","Crossref","2026-07-31","13 Sequential assembly of fractions in factorial experiments","Subir Ghosh","1996","10.1016/s0169-7161(96)13015-7","10.1016/s0169-7161(96)13015-7","C-DUP-0182","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json"
"C0198","PHASE2-SEARCH-0028","Crossref","2026-07-31","Sequential Medical Trials Involving Paired Data","Herman Chernoff; A. John Petkau","1981","10.2307/2335813","10.2307/2335813","C-DUP-0183","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json"
"C0199","PHASE2-SEARCH-0028","Crossref","2026-07-31","Sequential Experiment Design for Hypothesis Verification","Dhruva Kartik; Ashutosh Nayyar; Urbashi Mitra","2018","10.1109/acssc.2018.8645357","10.1109/acssc.2018.8645357","C-DUP-0184","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json"
"C0200","PHASE2-SEARCH-0028","Crossref","2026-07-31","Sequential Design of Computer Experiments","David Ginsbourger","2018","10.1002/9781118445112.stat08124","10.1002/9781118445112.stat08124","C-DUP-0185","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0028_crossref.json"
"C0201","PHASE2-SEARCH-0029","OpenAlex","2026-07-31","The heterogeneous expectations hypothesis: Some evidence from the lab","Cars Hommes","2010","10.1016/j.jedc.2010.10.003","https://openalex.org/W2129642332","C-DUP-0186","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0029_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0029_openalex.json"
"C0202","PHASE2-SEARCH-0029","OpenAlex","2026-07-31","Channeling Fisher: Randomization Tests and the Statistical Insignificance of Seemingly Significant Experimental Results*","Alwyn Young","2018","10.1093/qje/qjy029","https://openalex.org/W2900816330","C-DUP-0187","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0029_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0029_openalex.json"
"C0203","PHASE2-SEARCH-0029","OpenAlex","2026-07-31","Optimal Design for Degradation Tests Based on Gamma Processes With Random Effects","Chih‐Chun Tsai; Sheng‐Tsaing Tseng; N. Balakrishnan","2012","10.1109/tr.2012.2194351","https://openalex.org/W2069719474","C-DUP-0188","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0029_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0029_openalex.json"
"C0204","PHASE2-SEARCH-0029","OpenAlex","2026-07-31","Bayesian Regression Tree Models for Causal Inference: Regularization, Confounding, and Heterogeneous Effects (with Discussion)","P. Richard Hahn; Jared S. Murray; Carlos M. Carvalho","2020","10.1214/19-ba1195","https://openalex.org/W3004404638","C-DUP-0189","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0029_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0029_openalex.json"
"C0205","PHASE2-SEARCH-0029","OpenAlex","2026-07-31","Improving stock market prediction via heterogeneous information fusion","Xi Zhang; Yunjia Zhang; Senzhang Wang; Yuntao Yao; Binxing Fang; Philip S. Yu","2017","10.1016/j.knosys.2017.12.025","https://openalex.org/W2780013296","C-DUP-0190","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0029_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0029_openalex.json"
"C0206","PHASE2-SEARCH-0029","OpenAlex","2026-07-31","Swarm Learning for decentralized and confidential clinical machine learning","Stefanie Warnat‐Herresthal; Hartmut Schultze; Krishnaprasad Lingadahalli Shastry; Sathyanarayanan Manamohan; Saikat Mukherjee; Vishesh Garg; Ravi Sarveswara; Kristian Händler; Peter Pickkers; N. Ahmad Aziz; Sofia Ira Ktena; Florian Tran; Michael Bitzer; Stephan Ossowski; Nicolas Casadei; Christian Herr; Daniel Petersheim; Uta Behrends; Fabian Kern; Tobias Fehlmann; Philipp Schommers; Clara Lehmann; Max Augustin; Jan Rybniker; Janine Altmüller; Neha Mishra; Joana P. Bernardes; Benjamin Krämer; Lorenzo Bonaguro; Jonas Schulte-Schrepping; Elena De Domenico; Christian Siever; Michael Kraut; Milind Y. Desai; Bruno Monnet; Maria Saridaki; Charles Siegel; Anna Drews; Melanie Nuesch-Germano; Heidi Theis; Jan Heyckendorf; Stefan Schreiber; Sarah Kim-Hellmuth; COVID-19 Aachen Study (COVAS); Paul Balfanz; Thomas Eggermann; Peter Boor; Ralf Hausmann; Hannah Kuhn; Susanne Isfort; Julia Stingl; Günther Schmalzing; Christiane Kühl; Rainer Röhrig; Gernot Marx; Stefan Uhlig; Edgar Dahl; Dirk Müller‐Wieland; Michael Dreher; Nikolaus Marx; Jacob Nattermann; Dirk Skowasch; Ingo Kurth; Andreas Keller; Robert Bals; Peter Nürnberg; Olaf Rieß; Philip Rosenstiel; Mihai G. Netea; Fabian J. Theis; Sach Mukherjee; Michael Backes; Anna C. Aschenbrenner; Thomas Ulas; Deutsche COVID-19 Omics Initiative (DeCOI); Angel Angelov; Alexander Bartholomäus; Anke Becker; Daniela Bezdan; Conny Blumert; Ezio Bonifacio; Peer Bork; Boyke Bunk; Helmut Blum; Thomas Clavel; Maria Colomé‐Tatché; Markus Cornberg; Inti Alberto De La Rosa Velázquez; Andreas Diefenbach; Alexander Dilthey; Nicole Fischer; Konrad U. Förstner; Sören Franzenburg; Julia-Stefanie Frick; Gisela Gabernet; Julien Gagneur; Tina Ganzenmueller; Marie Gauder; Janina Geißert; Alexander Goesmann","2021","10.1038/s41586-021-03583-3","https://openalex.org/W3164573547","C-DUP-0191","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0029_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0029_openalex.json"
"C0207","PHASE2-SEARCH-0029","OpenAlex","2026-07-31","Heterogeneous neuronal firing patterns during interictal epileptiform discharges in the human cortex","Corey J. Keller; Wilson Truccolo; John T. Gale; Emad N. Eskandar; Thomas Thesen; Chad Carlson; Orrin Devinsky; Ruben Kuzniecky; Werner Doyle; Joseph R. Madsen; Donald L. Schomer; Ashesh D. Mehta; Emery N. Brown; Leigh R. Hochberg; István Ulbert; Eric Halgren; Sydney S. Cash","2010","10.1093/brain/awq112","https://openalex.org/W2146282734","C-DUP-0192","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0029_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0029_openalex.json"
"C0208","PHASE2-SEARCH-0029","OpenAlex","2026-07-31","GAGE: generally applicable gene set enrichment for pathway analysis","Weijun Luo; Michael S. Friedman; Kerby Shedden; Kurt D. Hankenson; Peter Woolf","2009","10.1186/1471-2105-10-161","https://openalex.org/W2060880575","C-DUP-0193","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0029_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0029_openalex.json"
"C0209","PHASE2-SEARCH-0029","OpenAlex","2026-07-31","Behavioral and Experimental Macroeconomics and Policy Analysis: A Complex Systems Approach","Cars Hommes","2021","10.1257/jel.20191434","https://openalex.org/W3133682905","C-DUP-0194","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0029_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0029_openalex.json"
"C0210","PHASE2-SEARCH-0029","OpenAlex","2026-07-31","Optimal experimental design: Formulations and computations","Xun Huan; Jayanth Jagalur; Youssef Marzouk","2024","10.1017/s0962492924000023","https://openalex.org/W4402229381","C-DUP-0053","DUPLICATE","Duplicate DOI or normalized title of an earlier Phase 2 record.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0029_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0029_openalex.json"
"C0211","PHASE2-SEARCH-0029","OpenAlex","2026-07-31","Revisiting event study designs: robust and efficient estimation","","2022","10.47004/wp.cem.2022.1122","https://openalex.org/W4225751474","C-DUP-0195","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0029_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0029_openalex.json"
"C0212","PHASE2-SEARCH-0029","OpenAlex","2026-07-31","A heteroskedasticity robust Breusch–Pagan test for Contemporaneous correlation in dynamic panel data models","Andreea G. Halunga; Chris D. Orme; Takashi Yamagata","2017","10.1016/j.jeconom.2016.12.005","https://openalex.org/W1595182511","C-DUP-0196","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0029_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0029_openalex.json"
"C0213","PHASE2-SEARCH-0029","OpenAlex","2026-07-31","Quasi-Experimental Shift-Share Research Designs","Kirill Borusyak; Peter Hull; Xavier Jaravel","2018","10.1093/restud/rdab030","https://openalex.org/W2807611776","C-DUP-0197","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0029_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0029_openalex.json"
"C0214","PHASE2-SEARCH-0029","OpenAlex","2026-07-31","Difference-in-Differences with multiple time periods","Brantly Callaway; Pedro H. C. Sant’Anna","2020","10.1016/j.jeconom.2020.12.001","https://openalex.org/W3113269512","C-DUP-0198","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0029_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0029_openalex.json"
"C0215","PHASE2-SEARCH-0029","OpenAlex","2026-07-31","Toward an Understanding of Corporate Social Responsibility: Theory and Field Experimental Evidence","Daniel Hedblom; Brent Hickman; John A. List","2019","10.3386/w26222","https://openalex.org/W2970286341","C-DUP-0199","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0029_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0029_openalex.json"
